1,Tereza
2,Kateřina
3,Kristýna
4,Michala (Michaela)
5,Nikola (Nikol)
6,Adéla
7,Anna
8,Lucie
9,Barbora
10,Karolína
11,Veronika
12,Natálie
13,Eliška
14,Aneta
15,Marie (Mariana)
16,Klára
17,Markéta
18,Petra
19,Lenka
20,Zuzana
